2023-03-27 11:00:28,498 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-03-27 11:01:58,825 [Worker-4: Import Getting Started Content] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.cg:BankApp-AccountService:0.0.1-SNAPSHOT @ C:\Users\RAPRIYAD\Documents\Microservices\BankApp-AccountService\pom.xml.
2023-03-27 11:01:59,867 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BankApp-AccountService/src/main/java
2023-03-27 11:01:59,867 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BankApp-AccountService/src/main/resources
2023-03-27 11:01:59,871 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BankApp-AccountService/src/main/resources
2023-03-27 11:01:59,875 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BankApp-AccountService/src/test/java
2023-03-27 11:02:01,613 [Worker-4: Import Getting Started Content] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 3 sec
2023-03-27 11:02:01,621 [Worker-4: Import Getting Started Content] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2023-03-27 11:02:02,091 [Worker-4: Import Getting Started Content] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.cg:BankApp-AccountService:0.0.1-SNAPSHOT @ C:\Users\RAPRIYAD\Documents\Microservices\BankApp-AccountService\pom.xml.
2023-03-27 11:02:02,709 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BankApp-AccountService/src/main/java
2023-03-27 11:02:02,710 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BankApp-AccountService/src/main/resources
2023-03-27 11:02:02,710 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BankApp-AccountService/src/main/resources
2023-03-27 11:02:02,711 [Worker-4: Import Getting Started Content] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BankApp-AccountService/src/test/java
2023-03-27 11:02:03,309 [Worker-4: Import Getting Started Content] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
